Kaupunki;Puolue;Sukunimi;Etunimi;Ikä;Nettisivun osoite;Facebook-sivu;Twitter-sivu;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.
Nurmijärvi;VIHR;Mellanen;Helinä;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;VIHR;Juntunen;Elina;;;;;4;2;1;2;3;2;4;2;5;4;3;3;3;2;2;2;2;2;2;2
Nurmijärvi;VIHR;Usmi;Tytti;;;;;3;2;2;3;3;1;3;4;3;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;VIHR;Sompajoki;Sari;;;;;1;2;4;2;3;1;2;2;5;5;2;2;2;2;1;2;2;2;3;3
Nurmijärvi;VIHR;Haaranen;Tarja;48;;;;2;2;2;4;3;1;2;2;4;5;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;VIHR;Kuvaja;Sirpa;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;VIHR;Lindy;Anja;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;VIHR;Rohde-Nielsen;Anne;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;VIHR;Tapio;Markku;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;VIHR;Vainikkala;Tuuli;;;http://www.facebook.com/tuuli.vainikkala;;1;1;2;2;3;1;1;4;5;5;2;2;2;2;2;2;2;2;3;3
Nurmijärvi;VIHR;Latva-Karjanmaa;Tarja;;;;;3;3;2;4;3;1;1;4;4;5;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;VIHR;Turunen;Pia;;;;;3;4;3;4;4;1;3;3;4;5;2;2;2;2;2;2;2;2;3;3
Nurmijärvi;KD;Kuula;Ina;50;;http://www.facebook.cm/ina.kuula;;3;2;2;3;4;5;2;4;4;5;2;2;3;3;3;3;2;2;3;3
Nurmijärvi;KD;Vuorinen;Jaakko;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;KD;Haapalainen;Johannes;42;http://www.kd.fi/nurmijarvi;https://www.facebook.com/KunnanvaltuutettuJohannes;;3;2;3;4;4;5;1;3;3;4;3;3;1;3;3;1;2;3;1;2
Nurmijärvi;KD;Sunila;Liisa;;;;;2;1;1;2;4;5;1;4;5;5;2;3;3;2;3;3;2;3;3;3
Nurmijärvi;KD;Taivassalo;Milka;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;KD;Heiskanen;Olga;;;;;2;2;3;3;3;5;2;2;2;3;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;KD;Jolma;Petri;;;;;2;2;3;4;5;4;2;3;4;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;KD;Pellinen;Sari;;;;;4;1;2;4;5;5;1;1;5;5;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Aatela;Elli;;;;;1;1;3;1;5;1;3;1;5;5;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Gröndahl;Jannika;;;;;3;2;1;2;3;1;4;5;3;4;1;2;2;2;2;2;1;2;2;2
Nurmijärvi;SDP;Göös-Tervahartiala;Petra;25;;http://www.facebook.com/pages/Ehdokas-Petra-G%C3%B6%C3%B6s-Tervahartiala/246173122110183;;3;2;3;3;4;3;5;4;4;4;2;2;2;2;2;2;3;2;2;2
Nurmijärvi;SDP;Heinonen;Marko;;;;;1;1;4;4;4;3;3;3;2;4;3;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Helminen;Olli;;;;;2;2;1;1;4;5;2;4;5;5;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Kojo;Esa;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Koskenranta;Jaana;;;;;1;1;1;4;5;2;2;4;5;4;3;3;3;3;3;2;2;3;3;3
Nurmijärvi;SDP;Kotiniitty;Eva;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Laaksonen;Sami;35;;;;2;2;2;4;5;5;4;4;3;4;2;1;1;1;1;1;1;1;1;1
Nurmijärvi;SDP;Latva;Jerry;;;;;2;1;2;5;1;4;4;4;4;5;3;3;3;3;2;1;2;2;2;2
Nurmijärvi;SDP;Lehtimäki;Tommi;;;;;2;3;3;2;4;4;4;4;3;4;2;2;3;2;2;2;2;2;2;3
Nurmijärvi;SDP;Lepolahti;Harri;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Markkanen;Aulikki;;;;;2;2;2;4;4;5;3;4;3;4;2;3;3;2;3;3;3;2;2;2
Nurmijärvi;SDP;Mattila;Nadejsda;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Mattila;Pentti;;;;;1;5;4;4;2;5;4;4;1;4;3;3;2;3;2;2;2;2;3;2
Nurmijärvi;SDP;Meronen;Tuomo;21;;https://www.facebook.com/TuomoMeronen137;;1;1;2;2;3;1;3;3;4;4;2;2;2;2;1;2;1;2;3;2
Nurmijärvi;SDP;Mäntynen;Hanna;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Oksa;Jari;46;;;;2;2;4;4;5;2;5;5;2;3;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Oral;Nezir;39;;;;3;1;5;3;2;5;4;1;2;5;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Parta;John;46;;https://www.facebook.com/pokes?ref=notif&notif_t=poke#!/john.parta.7;;3;3;1;3;4;1;2;4;2;3;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Peltonen;Juha;;;;;1;1;1;1;2;1;1;4;3;5;3;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Pihlaja;Matti;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Rantanen;Erkki;;;;;2;2;2;3;5;3;2;5;4;4;2;3;2;2;3;2;2;2;2;3
Nurmijärvi;SDP;Ripatti;Arja;;;;;2;1;2;2;5;3;2;2;5;5;2;2;2;1;2;2;2;2;3;2
Nurmijärvi;SDP;Rousu;Sirkka;;;;;2;2;1;3;3;1;3;1;5;5;2;2;3;2;2;2;2;2;2;2
Nurmijärvi;SDP;Sandberg;Jenni;31;;;;2;2;2;3;3;1;3;4;4;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Sandelin;Marja-Leena;;;;;2;3;2;2;4;1;2;2;4;4;3;2;2;3;2;2;2;2;2;2
Nurmijärvi;SDP;Sihvonen;Heli;;;;;1;2;2;2;3;2;3;4;4;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Siitonen;Minnamari;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Sinisalo-Katajisto;Petra;;;;;3;2;4;3;3;1;2;3;4;5;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Suomi;Maire;;;;;1;1;2;1;3;2;2;3;3;4;3;3;2;3;2;2;2;3;3;3
Nurmijärvi;SDP;Torkki;Pirjo-Liisa;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Törmänen;Tuula;;;;;1;2;2;1;4;2;3;2;4;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Ylinen;Erkki;;;;;1;1;1;2;5;5;2;5;5;5;3;3;1;2;2;1;1;1;2;2
Nurmijärvi;PS;Aronen;Jari;;;;;2;3;3;3;5;3;5;3;3;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;PS;Arteli;Tero;56;http://www.arteli.fi/teroarteli/;;;2;2;3;3;4;3;4;4;3;3;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;PS;Heikkonen;Antti;23;http://anttiheikkonen.ehdolla.fi/;;;4;2;1;2;5;4;4;5;4;4;2;2;3;2;3;2;2;2;2;2
Nurmijärvi;PS;Jokinen;Minna;;http://minna.jokinen.kotisivukone.com/;;;2;2;4;4;5;5;4;4;2;3;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;PS;Kakko;Kimmo;;http://www.kimmokakko.fi/;;;2;2;4;2;4;5;5;4;1;2;3;2;2;2;3;2;3;3;2;2
Nurmijärvi;PS;Karhu;Markku;;;;;2;2;1;2;5;4;3;3;3;5;2;2;3;2;3;2;2;3;3;3
Nurmijärvi;PS;Laine;Jorma;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Laitinen;Esa;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Lappalainen;Mira;;;;;4;2;1;3;4;2;5;4;3;3;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;PS;Lukkarinen;Kari;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Maijala;Jouni;54;http://jounimaijala.kotisivukone.com/;;;3;2;1;1;5;4;4;5;2;4;2;3;3;3;3;1;2;2;2;2
Nurmijärvi;PS;Manner;Vesa;;;;;4;1;2;4;5;4;5;4;4;4;3;3;3;2;2;1;1;2;2;2
Nurmijärvi;PS;Myllykoski;Vuokko;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Mäkelä;Riku;24;;;;2;2;3;2;5;3;5;4;2;3;2;2;2;2;2;2;3;2;2;2
Nurmijärvi;PS;Niinistö;Jussi;;;;;2;2;2;4;5;5;5;4;4;4;1;2;2;1;2;2;2;2;2;2
Nurmijärvi;PS;Niskanen;Mikko;;;;;3;2;3;2;5;4;3;4;2;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;PS;Ojanen;Janne;;;;;3;2;2;1;4;3;4;4;2;2;2;2;2;3;1;2;2;2;3;2
Nurmijärvi;PS;Palonen;Eetu;;;;;2;2;3;2;3;3;2;4;4;4;3;2;1;2;1;1;2;3;2;2
Nurmijärvi;PS;Perkaus;Ari;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Saarinen;Mikko;;http://mikko.peruss.julkaisee.fi/;;;2;4;1;4;5;5;4;5;2;2;3;2;3;3;3;3;1;3;2;3
Nurmijärvi;PS;Saastamoinen;Sami;37;;;;1;1;1;4;4;5;5;3;1;1;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;PS;Samanen;Kai;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Sarpolahti;Tuomas;;;;;3;2;2;4;5;3;3;4;2;3;2;2;2;3;3;2;2;2;2;2
Nurmijärvi;PS;Siiri;Reijo;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Svenn;Juha;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;PS;Suihkonen;Pentti;;;;;1;1;2;5;5;5;3;4;5;1;2;2;2;2;2;1;2;2;2;2
Nurmijärvi;PS;Taipale;Antti;;;;;3;3;5;4;4;3;5;4;1;4;2;2;3;2;1;1;2;1;3;2
Nurmijärvi;PS;Tapiolinna;Maiju;46;http://www.maijutapiolinna.fi/;http://www.facebook.com/maiju.tapiolinna;;3;2;4;4;3;1;4;4;3;4;2;3;2;2;2;2;2;2;3;2
Nurmijärvi;PS;Toikka;Aleksi;;http://aleksi.toikka.kotisivukone.com/;;;3;2;2;4;5;3;5;4;2;2;2;2;2;2;2;2;3;2;2;2
Nurmijärvi;PS;Vierelä;Markku;38;;;;2;4;5;3;4;5;5;5;2;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;PS;Viitala;Elina;;;;;2;4;4;4;4;4;5;4;4;4;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;VIHR;Britschgi;Juhana;;;;;3;2;4;2;1;1;2;3;4;4;2;2;2;2;3;2;2;2;2;2
Nurmijärvi;VIHR;Virtanen;Sami;35;;;http://www.twitter.com/sami_virtanen;3;2;4;2;3;2;2;2;4;1;2;2;1;3;2;1;1;3;2;2
Nurmijärvi;KD;Kainulainen;Milla;;;;;2;1;3;1;5;5;2;4;5;5;2;2;2;2;2;3;2;2;3;2
Nurmijärvi;SDP;Halla-aho;Sanni;;http://sannihalla-aho.fi/;;https://twitter.com/SanniHoo;1;1;2;2;4;3;2;1;2;2;3;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Kovanen;Jari;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Muukkonen;Martti;;;;;2;1;1;1;5;4;1;4;5;5;3;3;3;3;3;2;3;3;3;3
Nurmijärvi;SDP;Parikka;Kimmo;;;;;2;2;4;2;2;4;2;3;4;4;2;3;3;3;3;2;1;2;3;2
Nurmijärvi;SDP;Partanen;Erkki;;;;;1;1;1;2;3;1;2;4;5;2;2;2;2;2;2;2;2;2;2;2
Nurmijärvi;SDP;Rouhikoski;Kristiina;42;https://www.facebook.com/KristiinaRouhikoskiNurmijarvenKunnanvaltuustoon/info;https://www.facebook.com/KristiinaRouhikoskiNurmijarvenKunnanvaltuustoon;;4;1;2;4;5;2;4;5;4;4;3;3;3;2;2;1;2;2;3;2
Nurmijärvi;SDP;Sailio;Alpo;;;;;2;4;1;2;2;3;1;4;5;5;2;2;2;2;2;1;2;3;3;3
Nurmijärvi;SDP;Sorsa;Risto;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Syrjälä;Raine;;;;;;;;;;;;;;;;;;;;;;;;
Nurmijärvi;SDP;Viljakainen;Sanna;;;;;1;3;1;2;4;2;4;4;4;4;2;2;3;2;2;2;2;2;2;2
Nurmijärvi;SDP;Vilpponen;Matti;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VIHR;Perukangas;Michael;;;;;2;1;2;5;3;1;1;4;4;5;2;2;2;3;1;1;1;1;2;2
Porvoo;VIHR;Oksanen;Jari;46;http://www.porvoonvihreat.fi/;;;2;2;3;2;3;2;3;2;5;1;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Nurmilaakso;Leila;;;;;2;1;1;2;4;1;4;2;5;5;2;2;3;2;2;2;2;3;2;2
Porvoo;VIHR;Palomäki;Jeremias;29;https://www.facebook.com/JeremiasPalomakiPorvoonVihreat;https://www.facebook.com/JeremiasPalomakiPorvoonVihreat;;2;2;2;2;3;3;3;4;4;4;3;2;2;2;1;1;2;2;2;2
Porvoo;VIHR;Huotari;Jaakko;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VIHR;Miettinen;Anna;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VIHR;Chanth;Tatu;;;;;1;1;3;2;3;1;4;2;5;5;2;2;2;2;1;3;2;2;3;2
Porvoo;VIHR;Valve;Emmi;;;;;3;2;1;1;1;1;3;4;5;4;2;2;2;2;2;3;2;2;2;2
Porvoo;VIHR;Siltala-Nyman;Minna;;;;;4;1;4;2;1;1;1;2;4;5;3;3;2;3;3;2;2;3;3;3
Porvoo;VIHR;Kutvonen;Mikko;42;http://www.kutvonen.fi/;;;2;1;5;5;5;1;1;4;4;4;2;3;3;3;3;3;3;3;3;3
Porvoo;VIHR;Seeck;Nina;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VIHR;Salmenkangas;Mai;;;http://www.facebook.com/MaiSalmenkangasPorvoonVihreat;;2;1;1;2;2;1;1;2;4;5;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Siltakorpi;Pasi;;http://pasisiltakorpi.blogspot.fi/;;;2;1;2;2;1;2;1;1;4;5;2;2;2;2;2;2;2;3;2;2
Porvoo;VIHR;Jylhä;Maria;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VIHR;Wilén;Marja;51;http://www.porvoonvihreat.fi/;http://www.facebook.com/marja.wilen;;2;2;3;4;4;1;2;1;4;5;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Olkanen;Johanna;63;;;;4;1;1;3;4;1;3;2;5;5;3;3;2;3;2;1;2;3;3;3
Porvoo;VIHR;Harju;Sirpa;;;;;2;2;2;1;4;2;2;2;4;5;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Hanska;Sirpa;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VIHR;Ekman;Janne;;;;;4;1;2;4;3;1;2;2;5;5;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Kamb;Teija;;;;;4;2;3;2;3;2;3;2;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Wetterstrand;Anne;;;;;4;2;1;3;3;1;3;3;3;5;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Åke;Jarmo;;;;;2;2;4;2;4;1;1;1;5;5;2;2;2;2;2;3;2;2;2;3
Porvoo;VIHR;Green;Tuomas;;;;;2;1;2;2;3;1;2;4;5;5;2;3;2;2;2;2;2;2;3;3
Porvoo;VIHR;Lybeck;Joakim;;;;;2;2;2;3;2;1;1;1;4;5;2;2;2;2;2;2;2;2;2;2
Porvoo;VIHR;Weissmann;Maarika;;;;;2;2;3;2;2;1;2;3;4;4;1;2;2;2;1;2;2;2;2;2
Porvoo;KD;Nissi;Arto;54;;https://www.facebook.com/arto.nissi.3;https://twitter.com/ArtoNissi;4;1;3;1;5;5;3;4;2;4;2;2;2;2;2;2;2;2;2;2
Porvoo;KD;Fagerman;Pekka;;;;;5;2;3;2;4;5;3;3;3;5;2;2;2;2;2;2;2;2;2;3
Porvoo;KD;Berg;Gun;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;KD;Riikonen;Jere;;http://www.jereriikonen.fi/;;;2;2;1;2;5;5;4;4;1;5;2;2;2;2;2;1;1;2;2;3
Porvoo;KD;Lönnqvist;Kenneth;;;;;2;4;2;1;5;5;2;5;5;5;2;2;2;2;2;2;2;2;2;2
Porvoo;KD;Lönnqvist;Minna;;;;;4;2;1;1;4;5;4;4;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;KD;Kuronen;Pertti;;;;;4;4;5;2;5;5;5;5;2;3;2;2;2;2;3;3;3;2;2;2
Porvoo;KD;Pesonen;Seija;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Aaltovirta;Markku;;;;;1;2;2;2;5;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Ahola;Riitta;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Alava;Ilkka;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Bergström;Torolf;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Blomqvist;Ove;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Collanus;Silja;;;;;2;1;4;4;5;4;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Dahlqvist;Bengt;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Eenilä;Arja;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Elomaa;Nikolas;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Eskola;Tapani;48;http://www.tapanieskola.fi/;https://www.facebook.com/tapani.eskola;;1;2;5;4;3;1;3;2;4;5;3;3;2;3;2;1;1;2;2;3
Porvoo;SDP;Gabrielsson;Vesa;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Hammarström;Markus;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Heiskanen;Heli;;;;;1;1;2;3;5;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Hopeamaa;Sirpa;;;;;4;2;2;1;4;2;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Häkkinen;Veikko;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Hämäläinen;Toivo;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Ingelin;Tom;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Jakovesi;Tuomas;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Jalonen;Jaakko;;;;;1;1;1;1;5;1;3;4;3;4;2;2;2;3;2;2;2;3;2;2
Porvoo;SDP;Jokinen;Juha;;;;;2;2;2;2;4;3;3;2;4;4;2;2;2;2;2;2;2;3;2;2
Porvoo;SDP;Kamotskin;Kimmo;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Kelkka;Leena-Kaisa;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Kettunen;Vesa;39;;;;4;2;2;4;5;3;4;4;5;5;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Kinnunen;Leena;;;;;2;2;2;2;3;3;4;4;2;2;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Kipponen;Kari;;;;;3;1;3;3;4;4;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Kohonen;Eila;;;;;1;1;1;1;5;4;2;4;5;5;3;2;2;3;3;1;2;3;3;3
Porvoo;SDP;Korpi;Marianne;;;;;2;2;1;3;3;3;1;1;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Kortelainen;Harri;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Kytömaa;Kari;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Lahti;Arto;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Laine;Jenny;;;;;2;2;2;3;4;1;2;2;4;3;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Laine;Kasperi;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Lehesniemi;Matti;67;http://WWW.SIJAISHUOLTO.COM/;;;1;1;1;2;4;4;4;2;4;4;3;2;3;2;3;2;2;3;2;3
Porvoo;SDP;Lindh;Teppo;;;;;1;3;2;4;4;3;3;4;1;4;3;2;3;2;2;2;2;2;2;3
Porvoo;SDP;Leinonen;Lissa;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Loikkanen;Johnny;36;http://www.johnnyloikkanen.fi/;http://www.facebook.com/johnny.loikkanen;;1;2;3;1;5;4;5;4;5;5;3;2;3;3;2;3;2;3;2;2
Porvoo;SDP;Luodetlahti;Liisa;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Martin;Tuula;;;;;4;2;2;2;5;3;4;4;4;5;3;2;3;3;3;1;2;2;3;3
Porvoo;SDP;Mattila;Heikki;;;;;1;3;1;1;4;3;3;3;2;4;3;2;3;3;2;2;2;2;2;2
Porvoo;SDP;Moilanen;Hannu;;http://www.hannumoilanen.fi/;;;1;2;3;2;4;4;2;4;2;2;2;2;2;2;3;2;2;2;2;2
Porvoo;SDP;Muhonen;Timo;;;;;1;2;1;2;5;4;2;4;5;5;3;3;3;3;3;1;1;3;3;3
Porvoo;SDP;Mäkipää;Tomi;38;http://www.tomimakipaa.fi/;;;1;2;3;1;3;3;3;4;4;4;3;2;2;2;2;2;1;2;2;2
Porvoo;SDP;Mäntyranta;Satu;;;http://www.facebook.com/SatuHelenaMantyranta;;1;2;1;2;3;3;3;4;2;3;2;2;3;2;2;2;2;2;2;2
Porvoo;SDP;Mäntysaari;Pasi;;;;;1;2;1;1;4;3;1;3;5;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Niemi;Anu;;;;;1;4;3;1;5;5;1;2;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Nuutti;Matti;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Otollinen;Pekka;;;;;1;1;2;2;4;1;1;1;5;5;3;3;3;3;3;1;2;3;3;3
Porvoo;SDP;Pessala;Juhani;;;;;2;2;1;2;4;4;2;5;4;4;2;2;2;2;2;1;1;2;2;2
Porvoo;SDP;Piirainen;Kirsi;;;;;1;1;1;1;5;5;4;4;3;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Pitkänen;Annamari;;;;;2;2;3;2;4;2;2;5;2;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Rautiainen;Tapani;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Reinivuo;Hilkka;;;;;1;2;1;1;4;1;1;2;5;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Roponen;Jouni;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Saarenpää;Harri;;;;;4;2;4;4;4;2;4;3;4;4;2;2;3;2;2;2;3;2;2;3
Porvoo;SDP;Sairanen;Jussi;;;;;2;1;1;2;4;2;4;5;2;4;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Sjöström;Jonas;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Spring;Anita;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Stade;Marko;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;SDP;Suhonen;Mirja;55;http://mirjasuhonen.net/;https://www.facebook.com/mirja.suhonen;;1;5;1;2;3;2;2;2;4;4;2;2;2;2;1;2;2;2;2;2
Porvoo;SDP;Valasti;Matti;;;;;2;2;2;2;4;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2
Porvoo;SDP;Virkki;Tuula;;;;;2;1;1;2;2;3;2;4;4;4;2;2;2;2;2;1;2;1;2;2
Porvoo;SDP;Westerlund;Juha;;;;;2;2;3;2;4;3;2;3;4;4;3;3;3;3;3;3;3;3;3;3
Porvoo;STP;Wahrman;Kalevi;;;;;1;1;1;1;4;1;2;2;4;2;3;3;2;3;2;2;2;2;2;2
