Kaupunki;Puolue;Sukunimi;Etunimi;Ikä;Nettisivun osoite;Facebook-sivu;Twitter-sivu;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.;Kotikuntani palveluita tulisi ulkoistaa entistä enemmän yksityisten yritysten tuotettavaksi.;Jos kunnassani tulee eteen tilanne, jossa on välttämätöntä joko leikata kunnallisia palveluita ja sosiaalietuuksia tai korottaa veroja, veronkorotukset ovat parempi vaihtoehto.;Suuret tuloerot ovat hyväksyttäviä, jotta erot ihmisten lahjakkuudessa ja ahkeruudessa voidaan palkita.;Nykyisen kaltaiset kunnalliset palvelut ja sosiaalietuudet ovat pitemmän päälle liian raskaita julkiselle taloudelle.;Kotikuntani päätöksenteossa pitää vaalia perinteisiä suomalaisia arvoja.;Eduskunta hyväksyi vuonna 2009 lain, joka mahdollistaa parisuhteensa rekisteröineille homo- ja lesbopareille perheen sisäisen adoption. Homo- ja lesboparien pitää saada oikeus myös perheen ulkopuoliseen adoptioon.;Jos valtio tarjoaa turvapaikanhakijoiden vastaanottokeskuksen perustamista kotikuntani keskustaan, tarjous pitää hyväksyä.;Kouluissa kohdellaan koululaisia liian lepsusti. Tiukempi kuri tekisi kouluista parempia.;Talouskasvu ja työpaikkojen luominen tulisi asettaa ympäristöasioiden edelle, silloin kun nämä kaksi ovat keskenään ristiriidassa.;Kaikessa kotikuntani päätöksenteossa pitäisi arvioida vaikutukset ympäristöön ja tarvittaessa luopua ympäristölle haitallisista hankkeista.
Porvoo;VAS;Dachinger;Joonas;;;;;1;1;2;2;3;1;1;1;5;5;3;2;3;3;1;3;3;2;3;3
Porvoo;VAS;Friman;Pirkko;70;;;;3;2;2;2;5;3;2;3;4;4;3;2;2;2;3;1;1;1;3;3
Porvoo;VAS;Haapanen;Marko;46;;;;1;1;1;1;2;4;1;5;5;5;3;2;3;3;3;2;2;2;3;3
Porvoo;VAS;Haapavaara;Sami;;;;;1;2;1;2;4;4;5;3;2;2;2;2;2;2;2;2;2;2;2;2
Porvoo;VAS;Häivälä;Heidi;;;;;1;1;1;1;3;1;2;4;5;5;3;3;2;2;2;2;2;2;3;3
Porvoo;VAS;Järvinen;Marita;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VAS;Kalmanlehto;Milka;;;;;1;1;1;1;1;1;1;4;5;5;2;2;2;2;2;2;2;2;2;2
Porvoo;VAS;Leppä;Seppo;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VAS;Ojala-Ruuth;Paula;;;;;1;1;1;1;2;1;1;2;4;5;3;3;3;3;2;3;2;2;2;2
Porvoo;VAS;Park-Björklund;Sari;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VAS;Pellinen;Kalevi;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VAS;Pellinen;Kristina;;;;;1;1;1;2;3;2;2;2;4;4;3;2;3;2;2;2;2;3;2;2
Porvoo;VAS;Pellinen;Sakari;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VAS;Ruuth;Aulis;;;;;1;1;1;1;3;2;3;3;3;3;3;3;3;3;2;2;3;3;3;3
Porvoo;VAS;Räisänen;Jorma;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;VAS;Tourunen;Tuomo;;;;;1;2;2;2;5;4;3;3;2;4;2;2;3;2;2;1;1;2;3;2
Porvoo;VAS;Väisänen;Kalevi;;;;;1;1;1;1;4;3;2;3;2;4;3;3;2;3;2;2;2;2;2;2
Porvoo;ITSP;Kortesalo;Mika;;;;;1;1;1;1;4;1;2;4;5;5;3;3;2;2;1;1;1;1;2;3
Porvoo;PS;Björkell;Jenny;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;PS;Elo;Juha;58;;;;3;2;4;4;4;2;4;4;2;3;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Eskelinen;Veijo;;;;;2;2;2;2;5;5;4;4;2;4;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Glad;Sari;;;;;2;1;1;4;4;3;4;4;4;5;3;2;3;2;2;2;2;2;2;2
Porvoo;PS;Hannila;Ismo;;;;;3;2;2;4;5;5;4;3;3;4;2;2;2;2;3;3;1;2;2;2
Porvoo;PS;Helenius;Kalle;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;PS;Iivonen;Kaija-Riitta;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;PS;Kallio;Pirkko;;;;;2;2;2;1;5;2;4;4;2;4;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Kareno;Eija;65;;;;1;1;3;4;2;4;2;5;2;4;2;3;3;3;3;1;2;2;2;2
Porvoo;PS;Kima;Timo;;;;;2;2;2;4;4;4;4;4;4;4;2;2;2;3;1;1;2;2;3;2
Porvoo;PS;Korpela;Antti;;;;;2;1;2;2;4;5;3;4;2;2;2;2;3;2;2;3;2;2;3;2
Porvoo;PS;Kuuva;Marko;;;;;2;1;4;3;5;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Lilja;Timo;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;PS;Mansner;Håkan;;;;;1;2;1;4;5;2;5;5;2;4;2;2;3;2;3;2;3;3;2;2
Porvoo;PS;Martikainen;Hannu;;;;;2;1;1;4;5;5;3;2;4;5;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Martniku;Sira-Liisa;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;PS;Miettinen;Pia;;;;;2;2;2;2;5;5;5;4;2;2;2;2;2;2;2;2;3;3;2;2
Porvoo;PS;Miettinen;Vesa;;;;;1;4;2;1;5;5;5;4;2;4;3;2;1;2;2;2;3;2;2;2
Porvoo;PS;Muhonen;Sauli;;;;;1;4;1;1;4;5;3;3;3;4;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Myller;Risto;;;;;1;2;2;2;5;5;4;5;5;5;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Mäntysaari;Barbi;36;;;;3;3;1;3;5;3;5;4;2;4;2;2;3;2;3;2;3;3;2;3
Porvoo;PS;Nokkala;Pirkko;;;;;1;2;3;3;5;5;3;3;3;4;2;2;1;2;2;1;1;2;2;2
Porvoo;PS;Pokela;Monica;;;;;2;2;2;2;4;3;3;4;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Puro;Mika;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;PS;Rajansalo;Harri;;;;;1;2;1;4;5;3;5;4;1;1;2;2;3;2;3;2;3;2;3;3
Porvoo;PS;Rif;Keijo;;;;;;;;;;;;;;;;;;;;;;;;
Porvoo;PS;Risti;Liisa;;;;;2;2;4;4;5;4;4;4;2;4;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Ruohonen-Lerner;Pirkko;55;http://www.pirkon.info/;;;2;2;2;4;4;4;3;4;4;4;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Stjernberg;Mikael;45;;;;3;2;4;5;5;5;5;5;3;4;3;2;2;3;3;2;2;2;3;2
Porvoo;PS;Toivonen;Mikael;;;;;2;2;5;2;4;5;4;4;2;2;2;2;2;2;2;2;2;2;2;2
Porvoo;PS;Villanen;Joni;;;;;2;2;2;3;3;1;3;3;3;4;2;2;2;2;2;2;2;3;2;2
Porvoo;PS;Wahlbeck;Pirjo;;;;;;;;;;;;;;;;;;;;;;;;
Pukkila;VIHR;Järvenpää;Minna;;;;;3;2;3;3;2;1;1;2;5;5;2;2;2;2;2;2;2;2;2;2
Pukkila;VIHR;Korhonen;Ene;;;;;4;1;1;2;2;1;1;5;5;5;2;2;2;2;2;2;2;2;2;2
Pukkila;VIHR;Kärki;Kukka-Maaria;;;;;4;1;2;2;2;1;3;4;5;4;2;2;3;2;2;2;1;2;3;3
Pukkila;VIHR;Tuomisto;Anssi;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VAS;Andersson;Anna;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VAS;Arvola;Iiro Antero;;;;;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2
Raasepori;VAS;Nyman;Daniel;25;http://danielnyman.blogspot.fi/;http://www.facebook.com/nym.dan;;1;1;1;1;4;1;1;1;5;4;2;3;2;2;1;3;2;3;2;2
Raasepori;VAS;Kauppinen;Veikko;;;;;1;2;2;2;4;4;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Raasepori;VAS;Holappa;Heikki;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VAS;Kankus;Karo;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VAS;Paarma Junttila;Emilia;;;;;1;2;1;1;2;1;2;2;5;4;3;2;2;2;1;2;2;2;2;2
Raasepori;VAS;Vainio;Mikko;;;;;1;1;1;1;3;1;2;4;4;5;3;3;3;2;1;1;1;1;1;3
Raasepori;VAS;Yltävä;Harry;;;;;1;1;1;1;4;1;1;2;4;5;3;3;2;3;2;2;2;2;2;3
Raasepori;VAS;Siltakoski;Marja-Leena;;;;;1;1;2;2;3;1;1;3;4;4;3;2;2;3;2;2;2;2;2;2
Raasepori;VIHR;Konttinen;Tanja;43;;https://www.facebook.com/konttinen.tanja;;1;1;1;1;1;1;1;1;5;5;2;2;2;2;2;2;2;2;2;2
Raasepori;VIHR;Grönqvist;Susanne;48;;;;2;2;3;4;1;2;2;2;4;5;2;2;2;2;2;2;2;2;2;2
Raasepori;VIHR;Donner;Irina;68;http://www.raseborgsgrona.fi/;;;1;1;1;2;1;1;1;1;5;5;3;2;3;2;1;2;2;3;3;3
Raasepori;VIHR;Reinikainen;Marko;46;;http://www.facebook.com/mjreinikainen;;1;1;3;1;2;1;1;1;5;5;3;2;1;3;3;3;3;3;3;3
Raasepori;VIHR;Wolff;Charlotta;;;https://www.facebook.com/wolffcharlotta;;1;1;1;1;1;1;1;2;5;5;2;2;3;3;3;2;3;2;3;3
Raasepori;VIHR;Enckell;Ira;38;;;;2;2;1;1;3;1;2;4;5;5;2;2;3;3;1;2;2;2;3;3
Raasepori;VIHR;Kairo;Maija-Liisa;;;;;3;2;1;3;2;2;2;4;5;5;2;2;2;2;2;1;2;2;3;3
Raasepori;VIHR;Jääskeläinen;Silja;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VIHR;Kantele;Tapio;37;http://raaseporinvihreat.fi/ehdokkaat/tapio-kantele;;;1;1;2;2;3;1;1;2;3;5;2;2;2;2;2;2;2;2;2;2
Raasepori;VIHR;Solin;Pirjo;;;;;2;5;4;1;5;1;1;1;5;5;3;2;1;3;3;2;2;3;3;3
Raasepori;VIHR;Mannström;Dick;;;;;2;2;2;2;2;1;1;5;4;5;2;2;2;2;2;2;2;2;2;2
Raasepori;VIHR;Forsstedt;Theresia;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VIHR;Levander;Anneli;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VIHR;Sundström;Oskari;32;http://oskarisundstrom.blogspot.com/;https://www.facebook.com/oskarisund;;2;2;4;2;3;2;2;2;5;5;3;3;2;2;2;2;2;2;3;3
Raasepori;VIHR;Vuorinen;Esko;48;;http://www.facebook.com/esko.vuorinen.9;;2;2;2;2;4;1;2;2;5;5;3;2;3;2;1;1;1;2;3;3
Raasepori;VIHR;Sointukangas;Kati;;;;;2;2;1;2;4;1;2;2;4;5;2;2;2;2;2;2;2;2;2;2
Raasepori;VIHR;Stolt;Katja;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VIHR;Sipilä;Emma;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VIHR;Ahonala;Jukka;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VIHR;Härö;Erkki;62;;http://www.facebook.com/erkki.haro.3;;4;2;3;2;2;1;1;2;5;5;2;3;2;3;1;1;2;2;3;3
Raasepori;VIHR;Lindström;Päivi;50;;;;1;2;3;2;3;1;2;2;5;5;3;3;1;2;1;2;2;2;3;3
Raasepori;VIHR;Mäyrälä;Vinski;18;;;;1;4;2;2;1;2;2;4;5;5;2;3;1;2;2;2;2;3;3;3
Raasepori;VIHR;Borg;Olli;;;;;4;4;4;2;3;2;2;4;5;5;2;2;2;2;2;2;2;2;3;3
Raasepori;VIHR;Lindholm;Kennet;;;;;2;1;3;3;3;1;1;4;5;5;2;2;1;2;1;2;2;2;2;2
Raasepori;VIHR;Saloranta;Mia;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;VIHR;Sisula;Heikki;;;;;2;3;3;2;2;1;1;4;5;5;3;2;2;3;2;1;1;2;3;3
Raasepori;VIHR;Moisio;Päivi;;;;;4;1;1;2;3;1;1;4;4;5;2;2;3;2;1;2;2;2;2;2
Raasepori;VIHR;Gottberg;Magnus;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;KD;Kemppi;Eija;;;;;2;2;2;2;4;5;3;2;4;4;2;2;2;2;2;2;2;2;2;2
Raasepori;KD;Karvonen;Johann;;;;;3;3;3;4;4;5;2;4;4;4;2;2;2;3;2;2;2;2;2;2
Raasepori;KD;Nylund;Mikael;;;;;2;2;4;2;4;5;1;4;2;4;2;2;2;2;2;2;2;2;2;2
Raasepori;KD;Weckström;Marjatta;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;KD;Andersson;Niklas;;;;;;;;;;;;;;;;;;;;;;;;
Raasepori;KD;Kuusi;Taneli;;;;;2;5;3;4;4;3;4;2;3;4;2;2;2;2;2;2;2;2;2;2
Raasepori;M11;Kielosto;Samuel;;;;;3;5;4;5;4;5;5;4;3;4;2;2;3;3;3;2;3;3;3;2
Riihimäki;KD;Koivuniemi;Ahti;74;http://ahtikoivuniemi.fi/;;;2;2;1;2;5;4;1;4;4;4;3;3;3;3;3;3;3;3;3;3
Riihimäki;KD;Josefsson;Alice;;;;;4;2;2;4;4;4;1;4;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Prencipe;Bartolomeo;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KD;Wallenius;Eila;;;;;4;2;4;4;5;5;4;4;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Räsänen;Esteri;;;;;2;2;2;2;5;5;2;4;3;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Portin;Ismo;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KD;Pohjanvuori;Jones;45;http://jones.ehdolla.fi/;;;1;1;4;4;5;5;2;4;5;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Hukkanen;Jopi;;;;;2;1;3;2;5;5;2;5;4;5;3;3;2;2;3;3;1;3;2;3
Riihimäki;KD;Riikonen;Katri;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KD;Lahtinen;Kerttu;;;;;4;1;5;5;5;5;1;5;1;1;2;2;2;2;3;2;2;2;2;2
Riihimäki;KD;Kaasalainen;Lauri;34;;http://www.facebook.com/LauriKaasalainenKunnanvaltuustoon;;2;2;3;1;4;4;2;3;3;4;2;2;2;3;2;2;2;2;2;2
Riihimäki;KD;Pasma;Marko;;;;;2;2;1;3;5;3;2;2;5;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Korsman;Miika;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KD;Koivuniemi;Mika;39;http://www.mikakoivuniemi.fi/;http://www.facebook.com/#!/mika.k.koivuniemi;;1;2;1;4;5;5;2;2;3;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Laine;Mika;;;;;1;4;4;2;4;4;4;4;4;4;3;2;2;3;1;2;2;2;2;2
Riihimäki;KD;Räsänen;Päivi;;;;;2;2;2;2;5;5;3;4;4;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Korpela;Pertti;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KD;Lahtinen;Raila;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KD;Frilander;Santeri;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KD;Kivimäki;Seppo;;;;;2;1;2;1;5;5;2;5;1;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Luoma;Senja;27;http://www.facebook.com/Senjavaltuustoon;http://www.facebook.com/Senjavaltuustoon;;2;2;2;4;4;5;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KD;Pelkonen;Terho;;;;;2;2;2;2;5;5;1;4;2;4;2;2;2;2;3;3;3;2;2;2
Riihimäki;KOK;Aittola;Eija;;;;;4;4;2;4;4;4;3;4;3;3;2;2;2;2;2;1;2;2;2;2
Riihimäki;KOK;Bhatta;Kavita;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Bitter;Riku;48;;;;4;3;3;4;5;4;1;4;3;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Halonen;Kari;;;;;4;2;1;4;2;4;2;4;2;2;2;3;2;3;2;1;1;2;2;2
Riihimäki;KOK;Hapulahti;Jyrki;;;;;2;4;4;2;4;3;2;3;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Heikkilä;Jorma;57;http://www.jormaheikkila.fi/;http://facebook.com/jorma.heikkila.90;;3;3;2;2;5;3;3;2;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Helander;Kati;;;;;2;2;2;2;4;3;3;4;3;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Hiltula;Roni;;;;;4;5;5;5;5;5;4;4;1;2;3;3;3;2;2;3;2;2;2;2
Riihimäki;KOK;Järvinen;Marjatta;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Kosunen;Taru;26;http://www.tarukosunen.com/;https://www.facebook.com/tarukosunenriihimaenvaltuustoon;;4;2;4;2;4;1;2;1;5;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Kökkö;Antti;28;http://www.anttikokko.com/;http://www.facebook.com/kokkovaltuustoon;;4;2;4;4;3;1;3;4;2;3;2;3;2;1;2;1;2;2;2;2
Riihimäki;KOK;Laakso;Jorma;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Majasalmi;Päivi;;;;;4;2;1;3;5;2;2;4;3;4;2;2;2;2;3;1;1;1;2;2
Riihimäki;KOK;Merentie;Juha;;;;;5;5;5;5;4;3;3;5;3;4;3;3;3;3;2;1;2;2;2;2
Riihimäki;KOK;Mursula;Jukka;;;;;3;4;3;2;4;4;3;4;3;4;2;2;2;2;2;2;1;3;2;2
Riihimäki;KOK;Myllylä;Timo;;;;;4;2;4;4;4;5;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Mäkelä;Pertti;63;;;;5;4;1;4;4;3;2;4;4;4;3;3;1;3;3;2;1;3;2;3
Riihimäki;KOK;Nieminen;Ahti;58;;;;4;2;4;4;5;5;2;4;4;4;3;2;3;3;3;1;2;2;3;3
Riihimäki;KOK;Niittymäki;Salla;;;https://www.facebook.com/sallaniittymakivaltuustoon2012;;4;4;1;5;2;4;1;4;4;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Nurmela;Tiina;;;;;4;4;3;5;4;3;3;3;4;5;2;2;2;3;2;1;2;3;2;2
Riihimäki;KOK;Närkki;Aino;;;;;5;4;3;4;5;1;2;2;3;4;3;2;2;3;3;1;1;1;2;2
Riihimäki;KOK;Ojaniemi;Sirkka;;;;;4;4;4;4;4;2;2;3;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Pöyry;Aki;;;;;3;2;4;5;4;2;3;3;3;3;3;3;2;3;2;1;2;2;2;3
Riihimäki;KOK;Rantamäki;Leila;;;;;1;1;1;2;4;2;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Riihelä;Aaro;64;;;;3;3;4;5;5;5;4;4;4;3;2;3;2;3;3;3;3;3;1;1
Riihimäki;KOK;Rintakoski;Timo;;;;;4;4;3;3;4;3;3;4;3;3;2;3;1;2;1;1;2;2;3;2
Riihimäki;KOK;Saarinen;Tero;;;;;5;3;3;5;3;4;3;3;5;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Sasi;Jyrki;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Sihvonen;Mervi;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Sinisalo;Eero;55;;;;2;2;5;2;3;2;2;5;4;5;2;2;2;2;2;2;2;3;2;2
Riihimäki;KOK;Snellman-Tenhunen;Pirjo-Liisa;;;;;3;3;1;4;4;3;2;4;2;4;2;2;2;2;2;1;2;2;2;2
Riihimäki;KOK;Sunell;Timo;43;http://timosunell.omasivu.fi/;;;5;2;3;4;4;5;2;3;4;4;3;2;2;3;2;3;2;2;2;2
Riihimäki;KOK;Sutinen;Riku;;;;;3;2;4;2;3;3;3;5;1;2;3;2;1;1;1;1;2;2;1;2
Riihimäki;KOK;Säkkinen;Heli;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Takala;Mikko;;;;;4;3;4;3;3;5;2;3;3;4;3;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Takala;Riitta;;;;;4;4;4;3;4;2;3;1;3;4;3;3;2;2;2;2;1;3;2;2
Riihimäki;KOK;Tarkkonen;Marja;;;;;4;3;3;4;3;5;3;4;2;4;1;2;1;2;1;1;1;2;1;2
Riihimäki;KOK;Tikander;Juha;;;;;4;4;4;4;3;2;4;4;2;4;3;2;3;2;2;1;1;2;3;3
Riihimäki;KOK;Tuomi;Ari;;;;;3;2;3;4;4;4;4;4;2;3;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Jormalainen;Marko;44;;http://www.facebook.com/markojormalainenkunnallisvaaliehdokasRMK;;5;5;5;4;4;3;4;5;4;4;3;3;2;3;2;1;1;3;2;2
Riihimäki;KOK;Noopila;Taina;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Heimonen;Kai;;;;;2;2;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Arminen;Sari;;http://www.sariarminen.ehdolla.fi/;;;4;4;3;4;4;5;3;4;3;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Luoto;Niina;;;;;3;2;2;2;4;1;3;3;3;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Mannelin;Tanja;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Kohonen;Jari;;;;;5;3;4;4;3;3;3;4;2;3;2;2;2;2;1;1;2;1;2;2
Riihimäki;KOK;Syvänen;Marjatta;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Andersson-Bohren;Titta;28;http://www.TittaAB.fi/;;;4;2;1;4;4;3;2;4;4;4;2;2;3;3;1;1;1;3;2;3
Riihimäki;KOK;Sankari;Tomi;;;;;3;4;5;4;4;3;2;3;2;4;1;2;2;2;2;1;1;2;2;2
Riihimäki;KOK;Sharifi;Farzad;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Merivirta;Jan;41;http://janmerivirta.ehdolla.fi/;;http://twitter.com/JanMerivirta;4;3;4;3;4;3;2;2;5;4;2;2;3;2;3;2;1;2;3;2
Riihimäki;KOK;Svärd-Kivinen;Ulla;;;;;2;3;1;3;3;3;4;5;2;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;KOK;Riihimäki;Seppo;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;KOK;Virtanen;Tapio;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Elovaara;Orvokki;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Halttu;Pentti;62;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Heinonen;Veli-Pekka;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Hirviniemi;Erja;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Hirviniemi;Rauli;;;;;1;1;1;2;2;2;1;2;5;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;VAS;Hämäläinen;Kimmo;;;;;3;2;4;2;3;2;3;2;3;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;VAS;Immonen;Anne;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Jokinen;Sari;;;;;1;1;2;2;4;1;2;4;4;4;2;2;2;2;2;2;2;2;2;2
Riihimäki;VAS;Kankus;Juha;;;;;1;1;3;4;2;1;2;2;4;5;3;3;2;2;2;2;2;2;2;2
Riihimäki;VAS;Kolehmainen;Teemu;28;http://kuntavaaliehdokas.fi/teemukolehmainen;;;1;4;2;4;3;1;3;2;4;5;3;2;2;2;2;2;2;2;2;2
Riihimäki;VAS;Kovanen;Sauli;;;;;1;1;1;1;3;1;1;3;2;5;2;2;2;2;2;2;2;2;2;2
Riihimäki;VAS;Leander;Esther;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Leppäranta;Risto;;;;;1;2;1;2;4;1;2;2;5;5;2;2;3;2;2;2;2;2;2;2
Riihimäki;VAS;Liimatainen;Matti;53;http://kuntavaaliehdokas.fi/mattiliimatainen/;;;1;1;4;2;4;2;2;4;4;4;2;2;2;2;2;2;2;2;2;3
Riihimäki;VAS;Liimatta;Timo;;;;;1;1;2;1;4;1;1;4;5;5;3;3;2;3;1;2;2;3;3;3
Riihimäki;VAS;Lommi;Taina;;;;;4;2;1;4;1;1;1;2;5;5;3;3;3;3;2;2;2;3;3;3
Riihimäki;VAS;Megyaszai;Patricia;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Mäntymaa;Terhi;36;;;;2;2;4;4;3;2;2;4;4;4;3;2;2;3;1;1;2;2;2;2
Riihimäki;VAS;Pekonen;Aino-Kaisa;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Peura;Aino;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Peura;Mikko;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Rekola;Timo;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Riihelä;Sanna;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Romu;Riitta;;;;;1;1;1;2;3;2;1;3;3;4;3;2;2;2;2;2;2;2;2;2
Riihimäki;VAS;Rytkönen;Antti;;;;;;;;;;;;;;;;;;;;;;;;
Riihimäki;VAS;Tauru;Niina;;;;;;;;;;;;;;;;;;;;;;;;
